20:22.3,68,118
20:22.3,69,118
20:22.3,70,118
20:22.3,71,118
20:22.3,72,118
20:22.3,73,118
20:22.3,74,118
20:22.3,75,118
20:22.3,76,118
20:22.3,77,118
20:22.3,78,118
20:22.3,79,118
20:22.3,80,118
20:22.3,81,118
20:22.3,82,118
20:22.3,83,118
20:22.3,84,118
20:22.3,85,118
20:22.3,86,118
20:22.3,87,118
20:22.3,88,118
20:22.3,89,118
20:22.3,90,118
20:22.3,91,118
20:22.3,92,118
20:22.3,93,118
20:22.3,94,118
20:22.3,95,118
20:22.3,96,118
20:22.3,97,118
20:22.3,98,118
20:22.3,99,118
20:22.3,100,118
20:22.3,101,118
20:22.3,102,118
20:22.3,103,118
20:22.3,104,118
20:22.3,105,118
20:22.3,106,118
20:22.3,107,118
20:22.3,108,118
20:22.3,109,118
20:22.3,110,118
20:22.3,111,118
20:22.3,112,118
20:22.3,113,118
20:22.3,114,118
20:22.3,115,118
20:22.3,116,118
20:22.3,117,118
20:22.3,118,118
20:22.3,119,118
20:22.3,120,118
20:22.3,121,118
20:22.3,122,118
20:22.3,123,118
20:22.3,124,118
20:22.3,125,118
20:22.3,126,118
20:22.3,127,118
20:22.3,128,118
20:22.3,129,118
20:22.3,130,118
20:22.3,131,118
20:22.3,132,118
20:22.3,133,118
20:22.3,134,118
20:22.3,135,118
20:22.3,136,118
20:22.3,137,118
20:22.3,138,118
20:22.3,139,118
20:22.3,140,118
20:22.3,141,118
20:22.3,142,118
20:22.3,143,118
20:22.3,144,118
20:22.3,145,118
20:22.3,146,118
20:22.3,147,118
20:22.3,148,118
20:22.3,149,118
20:22.3,150,118
20:22.3,151,118
20:22.3,152,118
20:22.3,153,118
20:22.3,154,118
20:22.3,155,118
20:22.3,156,118
20:22.3,157,118
20:22.3,158,118
20:22.3,159,118
20:22.3,160,118
20:22.3,161,118
20:22.3,162,118
20:22.3,163,118
20:22.3,164,118
20:22.3,165,118
20:22.3,166,118
20:22.3,167,118
20:22.3,168,118
20:22.3,169,118
20:22.3,170,118
20:22.3,171,118
20:22.3,172,118
20:22.3,173,118
20:22.3,174,118
20:22.3,175,118
20:22.3,176,118
20:22.3,177,118
20:22.3,178,118
20:22.3,179,118
20:22.3,180,118
20:22.3,181,118
20:22.3,182,118
20:22.3,183,118
20:22.3,184,118
20:22.3,185,118
20:22.3,186,118
20:22.3,187,118
20:22.3,188,118
20:22.3,189,118
20:22.3,190,118
20:22.3,191,118
20:22.3,192,118
20:22.3,193,118
20:22.3,194,118
20:22.3,195,118
20:22.3,196,118
20:22.3,197,118
20:22.3,198,118
20:22.3,199,118
20:22.3,200,118
20:22.3,201,118
20:22.3,202,118
20:22.3,203,118
20:22.3,204,118
20:22.3,205,118
20:22.3,206,118
20:22.3,207,118
20:22.3,208,118
20:22.3,209,118
20:22.3,210,118
20:22.3,211,118
20:22.3,212,118
20:22.3,213,118
20:22.3,214,118
20:22.3,215,118
20:22.3,216,118
20:22.3,217,118
20:22.3,218,118
20:22.3,219,118
20:22.3,220,118
20:22.3,221,118
20:22.3,222,118
20:22.3,223,118
20:22.3,224,118
20:22.3,225,118
20:22.3,226,118
20:22.3,227,118
20:22.3,228,118
20:22.3,229,118
20:22.3,230,118
20:22.3,231,118
20:22.3,232,118
20:22.3,233,118
20:22.3,234,118
20:22.3,235,118
20:22.3,236,118
20:22.3,237,118
20:22.3,238,118
20:22.3,239,118
20:22.3,240,118
20:22.3,241,118
20:22.3,242,118
20:22.3,243,118
20:22.3,244,118
20:22.3,245,118
20:22.3,246,118
20:22.3,247,118
20:22.3,248,118
20:22.3,249,118
20:22.3,250,118
20:22.3,251,118
20:22.3,252,118
20:22.3,253,118
20:22.3,254,118
20:22.3,255,118
20:22.3,256,118
20:22.3,257,118
20:22.3,258,118
20:22.3,259,118
20:22.3,260,118
20:22.3,261,118
20:22.3,262,118
20:22.3,263,118
20:22.3,264,118
20:22.3,265,118
20:22.3,266,118
20:22.3,267,118
20:22.3,268,118
20:22.3,269,118
20:22.3,270,118
20:22.3,271,118
20:22.3,272,118
20:22.3,273,118
20:22.3,274,118
20:22.3,275,118
20:22.3,276,118
20:22.3,277,118
20:22.3,278,118
20:22.3,279,118
20:22.3,280,118
20:22.3,281,118
20:22.3,282,118
20:22.3,283,118
20:22.3,284,118
20:22.3,285,118
20:22.3,286,118
20:22.3,287,118
20:22.3,288,118
20:22.3,289,118
20:22.3,290,118
20:22.3,291,118
20:22.3,292,118
20:22.3,293,118
20:22.3,294,118
20:22.3,295,118
20:22.3,296,118
20:22.3,297,118
20:22.3,298,118
20:22.3,299,118
20:22.3,300,118
20:22.3,301,118
20:22.3,302,118
20:22.3,303,118
20:22.3,304,118
20:22.3,305,118
20:22.3,306,118
20:22.3,307,118
20:22.3,308,118
20:22.3,309,118
20:22.3,310,118
20:22.3,311,118
20:22.3,312,118
20:22.3,313,118
20:22.3,314,118
20:22.3,315,118
20:22.3,316,118
20:22.3,317,118
20:22.3,318,118
20:22.3,319,118
20:22.3,320,118
20:22.3,321,118
20:22.3,322,118
20:22.3,323,118
20:22.3,324,118
20:22.3,325,118
20:22.3,326,118
20:22.3,327,118
