2024-07-13 23:17:18.062976,354,249
2024-07-13 23:17:18.064937,355,250
2024-07-13 23:17:18.093479,356,251
2024-07-13 23:17:18.108241,357,251
2024-07-13 23:17:18.133753,358,251
2024-07-13 23:17:18.163410,359,250
2024-07-13 23:17:18.178529,360,250
2024-07-13 23:17:18.193966,361,250
2024-07-13 23:17:18.199252,361,249
2024-07-13 23:17:18.223734,362,249
2024-07-13 23:17:18.228696,362,248
2024-07-13 23:17:18.253231,362,247
2024-07-13 23:17:18.283797,363,247
2024-07-13 23:17:18.298766,363,246
2024-07-13 23:17:18.318672,363,245
2024-07-13 23:17:18.349660,363,244
2024-07-13 23:17:18.358739,362,244
2024-07-13 23:17:18.436602,361,244
2024-07-13 23:17:18.468573,360,244
2024-07-13 23:17:18.498681,359,244
2024-07-13 23:17:18.529485,358,245
2024-07-13 23:17:18.569844,358,246
2024-07-13 23:17:18.584670,357,246
2024-07-13 23:17:18.604113,357,247
2024-07-13 23:17:18.677685,358,248
2024-07-13 23:17:18.692855,358,248
2024-07-13 23:17:21.520381,348,213
2024-07-13 23:17:21.520381,349,213
2024-07-13 23:17:21.529611,349,212
2024-07-13 23:17:21.587326,350,211
2024-07-13 23:17:21.636604,350,210
2024-07-13 23:17:21.667028,351,210
2024-07-13 23:17:21.691302,351,209
2024-07-13 23:17:21.726977,352,209
2024-07-13 23:17:21.751766,352,208
2024-07-13 23:17:21.782727,353,208
2024-07-13 23:17:21.827455,353,207
2024-07-13 23:17:21.842041,354,207
2024-07-13 23:17:21.878897,355,207
2024-07-13 23:17:21.892553,355,206
2024-07-13 23:17:21.937421,356,206
2024-07-13 23:17:21.992637,357,205
2024-07-13 23:17:22.022023,358,205
2024-07-13 23:17:22.057656,359,205
2024-07-13 23:17:22.147344,360,205
2024-07-13 23:17:22.173031,360,204
2024-07-13 23:17:22.187737,361,204
2024-07-13 23:17:22.217106,362,204
2024-07-13 23:17:22.278381,363,204
2024-07-13 23:17:22.323041,364,204
2024-07-13 23:17:22.352571,365,204
2024-07-13 23:17:22.398581,366,204
2024-07-13 23:17:22.433071,367,204
2024-07-13 23:17:22.478649,368,204
2024-07-13 23:17:22.533359,369,204
2024-07-13 23:17:22.581650,370,204
2024-07-13 23:17:22.628731,371,204
2024-07-13 23:17:22.683651,372,204
2024-07-13 23:17:22.713580,373,204
2024-07-13 23:17:22.749191,374,204
2024-07-13 23:17:22.795168,375,204
2024-07-13 23:17:22.802909,375,205
2024-07-13 23:17:22.838187,376,205
2024-07-13 23:17:22.863658,376,206
2024-07-13 23:17:22.892657,377,206
2024-07-13 23:17:22.913508,377,207
2024-07-13 23:17:22.952909,378,207
2024-07-13 23:17:22.989319,379,208
2024-07-13 23:17:23.043796,380,208
2024-07-13 23:17:23.049378,380,209
2024-07-13 23:17:23.078958,381,209
2024-07-13 23:17:23.102976,381,210
2024-07-13 23:17:23.117875,382,210
2024-07-13 23:17:23.138699,383,210
2024-07-13 23:17:23.163520,383,211
2024-07-13 23:17:23.184296,384,211
2024-07-13 23:17:23.213440,384,212
2024-07-13 23:17:23.223747,385,212
2024-07-13 23:17:23.274005,386,213
2024-07-13 23:17:23.314103,387,213
2024-07-13 23:17:23.329104,387,214
2024-07-13 23:17:23.358820,388,214
2024-07-13 23:17:23.379750,388,215
2024-07-13 23:17:23.409878,389,215
2024-07-13 23:17:23.418651,389,216
2024-07-13 23:17:23.463712,390,217
2024-07-13 23:17:23.499938,390,218
2024-07-13 23:17:23.524068,391,218
2024-07-13 23:17:23.544614,391,219
2024-07-13 23:17:23.574533,392,220
2024-07-13 23:17:23.604886,392,221
2024-07-13 23:17:23.634426,393,221
2024-07-13 23:17:23.650756,393,222
2024-07-13 23:17:23.674595,393,223
2024-07-13 23:17:23.689588,394,223
2024-07-13 23:17:23.718957,394,224
2024-07-13 23:17:23.749514,395,225
2024-07-13 23:17:23.779201,395,226
2024-07-13 23:17:23.800047,395,227
2024-07-13 23:17:23.830180,395,228
2024-07-13 23:17:23.860533,395,229
2024-07-13 23:17:23.890830,396,230
2024-07-13 23:17:23.919579,396,231
2024-07-13 23:17:23.950331,396,232
2024-07-13 23:17:23.974801,396,233
2024-07-13 23:17:24.009595,396,234
2024-07-13 23:17:24.034994,396,235
2024-07-13 23:17:24.065949,396,236
2024-07-13 23:17:24.079888,396,237
2024-07-13 23:17:24.101300,396,238
2024-07-13 23:17:24.116321,396,239
2024-07-13 23:17:24.139516,396,240
2024-07-13 23:17:24.160865,396,241
2024-07-13 23:17:24.184837,396,242
2024-07-13 23:17:24.216427,396,243
2024-07-13 23:17:24.235044,396,244
2024-07-13 23:17:24.263179,396,245
2024-07-13 23:17:24.281790,396,246
2024-07-13 23:17:24.310971,396,247
2024-07-13 23:17:24.335342,396,248
2024-07-13 23:17:24.351325,395,248
2024-07-13 23:17:24.355017,395,249
2024-07-13 23:17:24.385718,395,250
2024-07-13 23:17:24.410444,395,251
2024-07-13 23:17:24.416290,394,251
2024-07-13 23:17:24.430401,394,252
2024-07-13 23:17:24.455143,394,253
2024-07-13 23:17:24.469617,394,254
2024-07-13 23:17:24.476199,393,254
2024-07-13 23:17:24.490775,393,255
2024-07-13 23:17:24.515198,393,256
2024-07-13 23:17:24.530389,392,257
2024-07-13 23:17:24.560237,392,258
2024-07-13 23:17:24.591144,392,259
2024-07-13 23:17:24.595345,391,259
2024-07-13 23:17:24.610920,391,260
2024-07-13 23:17:24.641736,391,261
2024-07-13 23:17:24.656072,390,261
2024-07-13 23:17:24.666218,390,262
2024-07-13 23:17:24.685676,390,263
2024-07-13 23:17:24.710723,390,264
2024-07-13 23:17:24.716230,389,264
2024-07-13 23:17:24.725344,389,265
2024-07-13 23:17:24.755528,389,266
2024-07-13 23:17:24.776920,389,267
2024-07-13 23:17:24.785832,388,267
2024-07-13 23:17:24.801280,388,268
2024-07-13 23:17:24.816801,388,269
2024-07-13 23:17:24.835424,388,270
2024-07-13 23:17:24.859726,387,271
2024-07-13 23:17:24.881609,387,272
2024-07-13 23:17:24.905371,387,273
2024-07-13 23:17:24.926809,386,274
2024-07-13 23:17:24.951424,386,275
2024-07-13 23:17:24.971068,386,276
2024-07-13 23:17:24.995605,386,277
2024-07-13 23:17:25.025989,385,278
2024-07-13 23:17:25.046747,385,279
2024-07-13 23:17:25.076015,385,280
2024-07-13 23:17:25.102768,384,280
2024-07-13 23:17:25.105931,384,281
2024-07-13 23:17:25.132071,384,282
2024-07-13 23:17:25.160989,384,283
2024-07-13 23:17:25.181486,383,283
2024-07-13 23:17:25.191570,383,284
2024-07-13 23:17:25.221369,383,285
2024-07-13 23:17:25.266649,382,286
2024-07-13 23:17:25.301667,382,287
2024-07-13 23:17:25.332757,381,288
2024-07-13 23:17:25.373061,381,289
2024-07-13 23:17:25.401651,381,290
2024-07-13 23:17:25.406847,380,290
2024-07-13 23:17:25.436791,380,291
2024-07-13 23:17:25.461469,379,292
2024-07-13 23:17:25.512277,379,293
2024-07-13 23:17:25.520236,378,293
2024-07-13 23:17:25.567182,378,294
2024-07-13 23:17:25.571346,377,294
2024-07-13 23:17:25.596606,377,295
2024-07-13 23:17:25.601560,376,295
2024-07-13 23:17:25.626883,376,296
2024-07-13 23:17:25.641983,375,296
2024-07-13 23:17:25.656563,375,297
2024-07-13 23:17:25.662592,374,297
2024-07-13 23:17:25.686620,374,298
2024-07-13 23:17:25.692621,373,298
2024-07-13 23:17:25.717449,373,299
2024-07-13 23:17:25.737300,372,299
2024-07-13 23:17:25.777143,372,300
2024-07-13 23:17:25.782558,371,300
2024-07-13 23:17:25.836765,370,301
2024-07-13 23:17:25.897240,369,302
2024-07-13 23:17:25.947497,368,302
2024-07-13 23:17:25.957440,368,303
2024-07-13 23:17:25.972268,367,303
2024-07-13 23:17:26.007560,367,304
2024-07-13 23:17:26.022675,366,304
2024-07-13 23:17:26.062553,365,304
2024-07-13 23:17:26.082697,365,305
2024-07-13 23:17:26.097644,364,305
2024-07-13 23:17:26.127039,363,305
2024-07-13 23:17:26.157974,362,306
2024-07-13 23:17:26.187868,361,306
2024-07-13 23:17:26.227677,360,306
2024-07-13 23:17:26.257618,359,306
2024-07-13 23:17:26.262699,359,307
2024-07-13 23:17:26.278849,358,307
2024-07-13 23:17:26.308466,357,307
2024-07-13 23:17:26.338116,356,307
2024-07-13 23:17:26.347255,356,308
2024-07-13 23:17:26.367351,355,308
2024-07-13 23:17:26.412830,354,308
2024-07-13 23:17:26.452702,353,309
2024-07-13 23:17:26.502239,352,309
2024-07-13 23:17:26.548547,351,309
2024-07-13 23:17:26.578088,350,309
2024-07-13 23:17:26.608264,349,309
2024-07-13 23:17:26.623234,349,310
2024-07-13 23:17:26.640397,348,310
2024-07-13 23:17:26.668549,347,310
2024-07-13 23:17:26.698172,346,310
2024-07-13 23:17:26.728034,345,310
